tent_id,global_tent_id,url
,100490777,https://m.media-amazon.com/images/M/MV5BYzUzNzEyYmMtNWMwOC00MGU3LTlkNDctYWNmZGMzMjM5ZTlhXkEyXkFqcGc@._V1_.jpg
,100490824,https://m.media-amazon.com/images/M/MV5BZWM5YWU4MWItMGZlYS00YjBjLWEzMDUtMTg3Zjc0MjQzYWU0XkEyXkFqcGc@._V1_.jpg
,100490828,https://m.media-amazon.com/images/M/MV5BZDBmNjUyMDEtZTMxMC00YjI4LTg4MDMtNTJlMjQyNjViZjAzXkEyXkFqcGc@._V1_.jpg
,100490862,https://m.media-amazon.com/images/M/MV5BM2U2OTg4YWUtNWY0ZC00ODgzLWFmOWEtNDRiM2Y3NGI5YjU1XkEyXkFqcGc@._V1_.jpg
,100490985,https://m.media-amazon.com/images/M/MV5BMThjOTg3MDgtYzQxYy00ZjI5LWI5NWUtZjgwZWY2ZTQwYTVkXkEyXkFqcGc@._V1_.jpg
,100491031,https://m.media-amazon.com/images/M/MV5BOGEyMzAxZTEtNTMzZi00NTU5LTg2OTktNzM2YTYxMzdkODE3XkEyXkFqcGc@._V1_.jpg
,100491039,https://m.media-amazon.com/images/M/MV5BYjQyNmU0OTAtNWVkZC00YmM4LWI4N2ItZmFiYjYzYzc0MWEzXkEyXkFqcGc@._V1_.jpg
,100491048,https://m.media-amazon.com/images/M/MV5BZjMxYzFlMzAtZmM2MS00MjU4LThjZTUtMzc1M2ZjZmI3YzlkXkEyXkFqcGc@._V1_.jpg
,100488610,https://m.media-amazon.com/images/M/MV5BZjNiODU3ZTktYTA3Zi00ZGFkLWE0ODEtZjFhNGEyZWE5MTU4XkEyXkFqcGc@._V1_.jpg
,100488612,https://m.media-amazon.com/images/M/MV5BYzA5NjAxMGItNTE5ZC00ZDhmLTk2NzEtYmUzZWNkNjllMzA2XkEyXkFqcGc@._V1_.jpg
,100488613,https://m.media-amazon.com/images/M/MV5BNzIyODMzYjgtODg2OS00ZWZmLWIzNDctN2E4NDI2YjA0ODNjXkEyXkFqcGc@._V1_.jpg
,100488696,https://m.media-amazon.com/images/M/MV5BY2U4NTExNjctZGJiYi00NjFkLWE1ZWMtMzFlMDlmNGQzOWFlXkEyXkFqcGc@._V1_.jpg
,100488890,https://m.media-amazon.com/images/M/MV5BYTM4YmE0NDQtM2I4ZS00YTcyLTk5ZjEtMjdmOTYzYTYxY2RjXkEyXkFqcGc@._V1_.jpg
,100488891,https://m.media-amazon.com/images/M/MV5BZTA0YWJkN2ItN2Q2Zi00YTY1LWE0ZmItOTNjZWZkMmJhOGRhXkEyXkFqcGc@._V1_.jpg
,100490559,https://m.media-amazon.com/images/M/MV5BNWU4MjA1MTAtYzUxZC00YWRlLTk0ZTItYTJkYzM2YjJmOWY4XkEyXkFqcGc@._V1_.jpg
